txn_id,account_id,amount,currency,country,txn_date,txn_type,account_age_days
TXN000139,ACC0075,30.16,USD,GB,2024-03-05 20:00:00,TRANSFER,421
TXN000140,ACC0004,9147.55,USD,NG,2024-08-13 10:00:00,CASH_DEP,211
TXN000141,ACC0065,301.99,USD,AE,2024-09-01 03:00:00,WIRE,1642
TXN000142,ACC0126,37.37,USD,KE,2024-11-18 21:00:00,WIRE,622
TXN000143,ACC0039,1517.62,USD,US,2024-06-04 02:00:00,CASH_DEP,486
TXN000144,ACC0143,45.84,USD,US,2024-11-06 19:00:00,CASH_DEP,3178
TXN000145,ACC0134,91.55,USD,NG,2024-08-14 09:00:00,TRANSFER,1251
TXN000146,ACC0146,502.84,USD,ZA,2024-11-08 23:00:00,WIRE,3125
TXN000147,ACC0054,23.42,USD,ZA,2024-05-15 21:00:00,WIRE,644
TXN000148,ACC0062,208.76,USD,KE,2024-02-08 05:00:00,WIRE,1674
TXN000149,ACC0116,1054.39,USD,GB,2024-08-28 09:00:00,WIRE,949
TXN000150,ACC0074,13.31,USD,GB,2024-12-25 14:00:00,WIRE,2816
TXN000151,ACC0060,195.77,USD,AE,2024-11-16 18:00:00,CASH_DEP,1742
TXN000152,ACC0030,219.16,USD,ZA,2024-11-27 04:00:00,CASH_WD,3386
TXN000153,ACC0037,479.5,USD,KE,2024-03-25 09:00:00,CASH_WD,1799
TXN000154,ACC0032,23.21,USD,NG,2024-06-04 22:00:00,TRANSFER,1116
TXN000155,ACC0129,20.48,USD,ZA,2024-08-12 02:00:00,WIRE,3644
TXN000156,ACC0111,324.7,USD,GB,2024-11-05 08:00:00,WIRE,375
TXN000157,ACC0059,231.71,USD,IR,2024-10-21 18:00:00,WIRE,3133
TXN000158,ACC0173,216.1,USD,US,2024-10-22 01:00:00,CASH_DEP,1928
TXN000159,ACC0133,249.55,USD,GB,2024-05-22 05:00:00,TRANSFER,2601
TXN000160,ACC0126,53.52,USD,IR,2024-08-28 11:00:00,TRANSFER,1366
TXN000161,ACC0083,210.27,USD,GB,2024-03-23 10:00:00,TRANSFER,2842
TXN000162,ACC0127,230.35,USD,KE,2024-07-24 17:00:00,WIRE,1863
TXN000163,ACC0023,50.83,USD,NG,2024-06-14 03:00:00,TRANSFER,3543
TXN000164,ACC0132,2437.34,USD,US,2024-01-01 21:00:00,TRANSFER,1693
TXN000165,ACC0014,302.1,USD,KE,2024-07-04 19:00:00,TRANSFER,2562
TXN000166,ACC0114,24.85,USD,US,2024-04-14 08:00:00,CASH_DEP,1180
TXN000167,ACC0113,397.36,USD,AE,2024-09-05 03:00:00,WIRE,2581
TXN000168,ACC0156,34.4,USD,US,2024-12-29 05:00:00,CASH_WD,2257
TXN000169,ACC0004,9103.95,USD,KE,2024-02-28 14:00:00,WIRE,2654
TXN000170,ACC0040,483.29,USD,NG,2024-05-29 16:00:00,CASH_WD,1702
TXN000171,ACC0124,843.78,USD,KP,2024-05-04 14:00:00,CASH_DEP,1572
TXN000172,ACC0049,43.34,USD,AE,2024-09-17 23:00:00,CASH_DEP,3540
TXN000173,ACC0018,629.59,USD,KE,2024-07-31 10:00:00,CASH_WD,3361
TXN000174,ACC0001,8565.4,USD,KE,2024-10-27 18:00:00,TRANSFER,3545
TXN000175,ACC0039,275.66,USD,NG,2024-09-04 11:00:00,CASH_WD,2261
TXN000176,ACC0196,509.33,USD,ZA,2024-08-21 10:00:00,CASH_DEP,2857
TXN000177,ACC0062,2553.42,USD,ZA,2024-04-29 13:00:00,WIRE,1304
TXN000178,ACC0191,102.71,USD,NG,2024-07-14 12:00:00,CASH_DEP,2029
TXN000179,ACC0010,8252.37,USD,IR,2024-06-18 03:00:00,TRANSFER,409
TXN000180,ACC0135,47.91,USD,AE,2024-01-08 23:00:00,CASH_DEP,1680
TXN000181,ACC0168,39.08,USD,IR,2024-02-08 15:00:00,CASH_WD,1387
TXN000182,ACC0160,43.65,USD,GB,2024-11-28 02:00:00,CASH_WD,3492
TXN000183,ACC0173,132.2,USD,AE,2024-07-13 10:00:00,TRANSFER,3574
TXN000184,ACC0139,247.58,USD,KE,2024-02-05 07:00:00,CASH_WD,932
TXN000185,ACC0192,224.76,USD,KE,2024-02-20 20:00:00,WIRE,1818
TXN000186,ACC0043,513.26,USD,GB,2024-01-15 01:00:00,CASH_WD,3262
TXN000187,ACC0015,151.34,USD,KE,2024-07-10 13:00:00,CASH_DEP,1001
TXN000188,ACC0136,1313.3,USD,NG,2024-12-15 05:00:00,CASH_DEP,718
TXN000189,ACC0021,99.78,USD,ZA,2024-07-14 19:00:00,CASH_DEP,2039
TXN000190,ACC0150,8780.19,USD,KE,2024-08-24 20:00:00,CASH_WD,1883
TXN000191,ACC0066,379.37,USD,GB,2024-08-26 09:00:00,CASH_DEP,303
TXN000192,ACC0114,41.03,USD,AE,2024-10-27 09:00:00,TRANSFER,2828
TXN000193,ACC0065,29.77,USD,NG,2024-06-03 06:00:00,TRANSFER,3496
TXN000194,ACC0124,306.04,USD,KE,2024-07-14 18:00:00,CASH_WD,2355
TXN000195,ACC0076,106.14,USD,KP,2024-05-31 00:00:00,TRANSFER,1125
TXN000196,ACC0003,9131.29,USD,GB,2024-01-26 19:00:00,TRANSFER,3412
TXN000197,ACC0074,433.11,USD,US,2024-04-27 19:00:00,CASH_WD,898
TXN000198,ACC0163,301.83,USD,KE,2024-05-08 21:00:00,CASH_DEP,2574
TXN000199,ACC0025,133.05,USD,AE,2024-11-26 01:00:00,CASH_WD,3231
TXN000200,ACC0113,41.67,USD,KE,2024-07-05 23:00:00,CASH_DEP,370
TXN000201,ACC0076,15.3,USD,NG,2024-07-31 05:00:00,CASH_DEP,542
TXN000202,ACC0139,75.96,USD,AE,2024-07-06 16:00:00,CASH_WD,3402
TXN000203,ACC0043,536.25,USD,KE,2024-09-03 09:00:00,CASH_WD,3295
TXN000204,ACC0030,204.62,USD,NG,2024-02-08 04:00:00,CASH_DEP,3524
TXN000205,ACC0174,22.91,USD,GB,2024-07-22 17:00:00,CASH_WD,370
TXN000206,ACC0102,192.44,USD,KE,2024-10-01 03:00:00,TRANSFER,1510
TXN000207,ACC0173,264.54,USD,GB,2024-05-14 18:00:00,TRANSFER,3369
TXN000208,ACC0164,39.42,USD,AE,2024-02-25 21:00:00,CASH_DEP,1932
TXN000209,ACC0007,9238.47,USD,AE,2024-06-16 19:00:00,CASH_DEP,2653
TXN000210,ACC0017,186.9,USD,ZA,2024-08-25 22:00:00,CASH_WD,2660
TXN000211,ACC0105,161.95,USD,KE,2024-01-24 01:00:00,CASH_WD,2018
TXN000212,ACC0030,26.72,USD,KE,2024-10-02 04:00:00,TRANSFER,1859
TXN000213,ACC0095,253.83,USD,GB,2024-12-22 17:00:00,TRANSFER,2406
TXN000214,ACC0191,344.18,USD,GB,2024-07-31 20:00:00,WIRE,3415
TXN000215,ACC0126,753.39,USD,ZA,2024-05-23 01:00:00,CASH_WD,890
TXN000216,ACC0114,721.05,USD,NG,2024-04-30 11:00:00,WIRE,2809
TXN000217,ACC0095,18.79,USD,ZA,2024-11-26 11:00:00,WIRE,1631
TXN000218,ACC0071,36.35,USD,KE,2024-03-03 14:00:00,WIRE,2715
TXN000219,ACC0055,321.36,USD,ZA,2024-11-01 00:00:00,WIRE,3223
TXN000220,ACC0086,320.76,USD,KE,2024-03-05 18:00:00,CASH_DEP,282
TXN000221,ACC0196,321.36,USD,ZA,2024-10-27 06:00:00,CASH_DEP,1346
TXN000222,ACC0199,48006.77,USD,KE,2024-11-01 00:00:00,CASH_WD,3517
TXN000223,ACC0038,349.44,USD,KP,2024-10-03 08:00:00,CASH_DEP,451
TXN000224,ACC0170,815.13,USD,AE,2024-03-08 00:00:00,CASH_WD,3236
TXN000225,ACC0061,620.8,USD,ZA,2024-01-09 05:00:00,CASH_WD,215
TXN000226,ACC0033,394.29,USD,GB,2024-09-26 03:00:00,WIRE,1951
TXN000227,ACC0115,92.49,USD,US,2024-09-19 18:00:00,WIRE,1852
TXN000228,ACC0129,463.34,USD,KE,2024-11-10 01:00:00,CASH_WD,1877
TXN000229,ACC0165,46.56,USD,IR,2024-02-01 15:00:00,TRANSFER,1747
TXN000230,ACC0176,104.04,USD,KE,2024-12-30 14:00:00,WIRE,331
TXN000231,ACC0083,71.66,USD,ZA,2024-02-03 04:00:00,CASH_WD,2558
TXN000232,ACC0163,167.81,USD,ZA,2024-12-30 10:00:00,TRANSFER,2447
TXN000233,ACC0136,4779.01,USD,KE,2024-09-15 19:00:00,TRANSFER,407
TXN000234,ACC0180,9.02,USD,KE,2024-12-01 20:00:00,CASH_DEP,1762
TXN000235,ACC0116,415.46,USD,AE,2024-07-30 10:00:00,TRANSFER,1634
TXN000236,ACC0107,13.21,USD,GB,2024-06-09 13:00:00,CASH_WD,2725
TXN000237,ACC0066,73.12,USD,NG,2024-03-19 21:00:00,TRANSFER,275
TXN000238,ACC0024,760.08,USD,US,2024-02-17 13:00:00,WIRE,3050
TXN000239,ACC0190,163.44,USD,NG,2024-03-07 17:00:00,WIRE,2403
TXN000240,ACC0144,29.47,USD,ZA,2024-12-09 03:00:00,TRANSFER,1449
TXN000241,ACC0171,50.76,USD,AE,2024-08-04 23:00:00,WIRE,1179
TXN000242,ACC0154,411.33,USD,NG,2024-02-23 18:00:00,CASH_DEP,634
TXN000243,ACC0169,49.62,USD,NG,2024-02-25 11:00:00,CASH_WD,471
TXN000244,ACC0196,205.34,USD,KE,2024-04-25 13:00:00,WIRE,2495
TXN000245,ACC0169,158.91,USD,US,2024-05-16 00:00:00,CASH_DEP,1120
TXN000246,ACC0180,55.85,USD,US,2024-06-22 11:00:00,WIRE,744
TXN000247,ACC0037,3699.36,USD,ZA,2024-07-24 02:00:00,CASH_DEP,3036
TXN000248,ACC0163,384.09,USD,IR,2024-02-16 23:00:00,CASH_DEP,1541
TXN000249,ACC0108,7.12,USD,NG,2024-03-21 11:00:00,CASH_WD,2956
TXN000250,ACC0084,196.31,USD,US,2024-10-17 19:00:00,WIRE,3619
TXN000251,ACC0014,55.0,USD,KE,2024-11-12 01:00:00,WIRE,1115
TXN000252,ACC0114,533.07,USD,GB,2024-09-05 19:00:00,TRANSFER,1697
TXN000253,ACC0070,45.21,USD,KE,2024-09-19 03:00:00,CASH_WD,1761
TXN000254,ACC0029,124.95,USD,KE,2024-12-13 18:00:00,TRANSFER,2159
TXN000255,ACC0171,316.55,USD,NG,2024-04-22 12:00:00,WIRE,32
TXN000256,ACC0053,543.83,USD,NG,2024-04-18 04:00:00,CASH_WD,1186
TXN000257,ACC0084,24.52,USD,KE,2024-09-11 23:00:00,TRANSFER,720
TXN000258,ACC0034,89.86,USD,NG,2024-12-26 07:00:00,CASH_WD,296
TXN000259,ACC0102,72.79,USD,AE,2024-01-22 13:00:00,WIRE,1884
TXN000260,ACC0020,55.7,USD,AE,2024-10-21 13:00:00,TRANSFER,2907
TXN000261,ACC0164,2096.83,USD,NG,2024-02-28 12:00:00,WIRE,1331
TXN000262,ACC0044,272.45,USD,US,2024-11-12 14:00:00,CASH_WD,361
TXN000263,ACC0112,22.39,USD,US,2024-05-04 13:00:00,TRANSFER,2147
TXN000264,ACC0021,588.04,USD,NG,2024-06-07 23:00:00,CASH_WD,908
TXN000265,ACC0086,3580.42,USD,US,2024-02-09 16:00:00,WIRE,2174
TXN000266,ACC0131,698.33,USD,KE,2024-06-27 11:00:00,CASH_DEP,968
TXN000267,ACC0027,15.19,USD,KE,2024-04-11 05:00:00,CASH_DEP,3114
TXN000268,ACC0195,71.78,USD,GB,2024-03-31 20:00:00,TRANSFER,1901
TXN000269,ACC0194,992.64,USD,ZA,2024-10-23 14:00:00,CASH_WD,3540
TXN000270,ACC0161,51.34,USD,NG,2024-08-13 02:00:00,TRANSFER,1812
TXN000271,ACC0162,288.8,USD,NG,2024-05-20 18:00:00,WIRE,1442
TXN000272,ACC0130,474.35,USD,KE,2024-08-24 14:00:00,WIRE,234
TXN000273,ACC0095,36.95,USD,US,2024-02-09 20:00:00,WIRE,2520
TXN000274,ACC0153,135.74,USD,ZA,2024-08-24 18:00:00,WIRE,1843
TXN000275,ACC0147,1.15,USD,GB,2024-06-13 19:00:00,TRANSFER,2054
TXN000276,ACC0039,31.93,USD,IR,2024-08-18 03:00:00,CASH_WD,2926
TXN000277,ACC0022,101.61,USD,ZA,2024-03-29 01:00:00,CASH_DEP,2899
TXN000278,ACC0113,22.84,USD,KP,2024-09-25 16:00:00,CASH_DEP,1491
TXN000279,ACC0096,1717.49,USD,AE,2024-07-17 13:00:00,CASH_WD,2781
TXN000280,ACC0154,17.37,USD,KE,2024-11-19 20:00:00,CASH_WD,270
TXN000281,ACC0085,76.7,USD,KE,2024-12-13 12:00:00,CASH_WD,1033
TXN000282,ACC0186,180.57,USD,AE,2024-11-04 04:00:00,CASH_WD,334
TXN000283,ACC0150,1289.37,USD,GB,2024-06-28 09:00:00,TRANSFER,529
TXN000284,ACC0153,17.22,USD,GB,2024-02-13 09:00:00,TRANSFER,2636
TXN000285,ACC0085,849.58,USD,US,2024-12-09 22:00:00,WIRE,2647
TXN000286,ACC0172,150.71,USD,NG,2024-07-04 00:00:00,CASH_WD,1266
TXN000287,ACC0047,34.05,USD,IR,2024-06-23 15:00:00,CASH_DEP,928
TXN000288,ACC0036,296.83,USD,KE,2024-05-31 03:00:00,WIRE,2712
TXN000289,ACC0087,200.05,USD,AE,2024-11-12 04:00:00,TRANSFER,632
TXN000290,ACC0042,60.32,USD,KE,2024-12-20 19:00:00,CASH_DEP,2954
TXN000291,ACC0113,164.8,USD,KE,2024-07-05 21:00:00,CASH_DEP,1820
TXN000292,ACC0157,83.27,USD,KE,2024-08-17 07:00:00,CASH_DEP,1268
TXN000293,ACC0121,175.96,USD,AE,2024-04-09 11:00:00,TRANSFER,1892
TXN000294,ACC0197,400.69,USD,KE,2024-07-14 16:00:00,TRANSFER,664
TXN000295,ACC0052,1602.03,USD,US,2024-03-11 08:00:00,WIRE,2627
TXN000296,ACC0124,23.18,USD,AE,2024-10-10 03:00:00,WIRE,1168
TXN000297,ACC0022,3639.31,USD,US,2024-05-19 14:00:00,CASH_DEP,3404
TXN000298,ACC0112,7.94,USD,KE,2024-04-23 14:00:00,CASH_WD,110
TXN000299,ACC0107,118.19,USD,KE,2024-09-14 11:00:00,CASH_DEP,1582
TXN000300,ACC0021,358.7,USD,NG,2024-01-15 10:00:00,WIRE,3438
TXN000301,ACC0183,226.22,USD,ZA,2024-03-15 04:00:00,WIRE,1176
TXN000302,ACC0121,58.32,USD,GB,2024-03-12 22:00:00,TRANSFER,1838
TXN000303,ACC0158,108.62,USD,KE,2024-02-10 00:00:00,CASH_WD,884
TXN000304,ACC0039,70.85,USD,ZA,2024-11-07 16:00:00,TRANSFER,456
TXN000305,ACC0199,61.31,USD,KE,2024-06-03 03:00:00,WIRE,977
TXN000306,ACC0108,530.81,USD,ZA,2024-11-14 14:00:00,WIRE,455
TXN000307,ACC0128,253.54,USD,ZA,2024-01-09 20:00:00,CASH_DEP,2944
TXN000308,ACC0037,52.49,USD,KE,2024-01-01 19:00:00,CASH_WD,986
TXN000309,ACC0147,572.15,USD,NG,2024-12-06 21:00:00,WIRE,2145
TXN000310,ACC0093,235.32,USD,KE,2024-09-26 17:00:00,WIRE,1600
TXN000311,ACC0121,502.35,USD,KE,2024-07-17 11:00:00,CASH_WD,3062
